k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,9,82,5,13,1,91
2,2,9,07,85,73,0,11
3,3,11,49,9,74,1,18
4,4,16,99,19,17,0,89
5,5,23,97,23,52,1,02
6,6,25,21,29,55,0,85
7,7,56,84,45,66,1,24
8,8,40,76,50,57,0,81
9,9,181,52,59,86,3,03
10,10,175,58,69,57,2,52
11,11,207,54,71,24,2,91
12,12,106,38,87,07,1,22
