k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,0,68,2,39,0,29
2,2,0,67,3,11,0,22
3,3,1,06,3,33,0,32
4,4,1,39,2,40,0,58
5,5,0,85,4,34,0,20
6,6,5,20,7,17,0,73
7,7,6,75,6,47,1,04
8,8,44,15,21,07,2,10
9,9,23,55,59,57,0,40
10,10,118,60,242,52,0,49
11,11,1178,96,864,83,1,36
12,12,7807,00,3210,54,2,43
13,13,30562,90,13562,34,2,25
14,14,41986,18,61005,26,0,69
15,15,325491,81,262994,31,1,24
16,16,674514,68,609761,37,1,11
17,17,3835551,89,1610899,25,2,38
