k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,12,43,12,45, 1,00
2,4,21,97,14,78, 1,49
3,8,73,73,30,64, 2,41
4,16,158,30,48,04, 3,30
5,32,426,12,90,00, 4,73
6,64,1122,17,288,56, 3,89
7,128,2903,14,783,74, 3,70
8,256,19343,03,3476,61, 5,56
9,512,60872,39,24175,03, 2,52
10,1024,334019,79,268239,48, 1,25
11,2048,3938016,98,4076706,30, 0,97
