k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,7,47,8,58,0,87
2,2,27,05,6,79,3,99
3,3,90,40,12,46,7,25
4,4,360,18,50,30,7,16
5,5,1397,66,190,10,7,35
6,6,5511,04,765,26,7,20
7,7,24833,31,3088,43,8,04
