k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,7,63,6,82,1,12
2,4,16,35,16,18,1,01
3,8,20,37,29,38,0,69
4,16,160,83,110,24,1,46
5,32,485,26,417,74,1,16
6,64,763,73,1634,21,0,47
7,128,29952,08,5594,97,5,35
8,256,110421,85,22022,00,5,01
9,512,63970,10,81495,99,0,78
