k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,23,95,12,26,1,95
2,2,28,76,95,06,0,30
3,3,25,60,10,23,2,50
4,4,45,70,23,08,1,98
5,5,44,74,20,51,2,18
6,6,105,20,212,58,0,49
7,7,195,36,48,67,4,01
8,8,207,89,64,46,3,23
9,9,76,38,61,71,1,24
10,10,210,76,70,40,2,99
11,11,477,06,92,49,5,16
12,12,252,14,95,43,2,64
