k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,11,57,11,94, 0,97
2,4,34,18,15,35, 2,23
3,8,57,75,30,01, 1,92
4,16,135,86,44,45, 3,06
5,32,273,42,79,42, 3,44
6,64,873,39,148,72, 5,87
7,128,2658,23,499,22, 5,32
8,256,15512,99,3272,89, 4,74
9,512,50026,93,8485,42, 5,90
10,1024,128027,95,26944,38, 4,75
11,2048,594321,21,334011,25, 1,78
