k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,5,54,4,32,1,28
2,4,22,32,10,30,2,17
3,8,36,51,33,79,1,08
4,16,409,75,120,45,3,40
5,32,1262,46,413,84,3,05
6,64,3441,41,1639,89,2,10
7,128,2254,44,6156,15,0,37
8,256,135638,20,22316,60,6,08
9,512,277120,88,86640,66,3,20
10,1024,2566822,67,308742,41,8,31
