k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,1,48,3,76,0,39
2,4,2,83,7,18,0,39
3,8,2,17,9,55,0,23
4,16,4,20,8,63,0,49
5,32,11,51,14,57,0,79
6,64,67,49,41,93,1,61
7,128,442,61,156,88,2,82
8,256,4444,10,1057,48,4,20
9,512,31803,62,15743,79,2,02
10,1024,520497,96,321903,49,1,62
