k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,12,88,5,41,2,38
2,2,12,12,86,95,0,14
3,3,18,71,10,78,1,74
4,4,42,83,19,83,2,16
5,5,48,16,24,66,1,95
6,6,60,48,38,02,1,59
7,7,117,53,40,29,2,92
8,8,36,21,53,04,0,68
9,9,150,51,54,86,2,74
10,10,176,64,69,32,2,55
11,11,309,40,58,92,5,25
12,12,54,92,84,63,0,65
