k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,1,23,65,12,52,1,89
2,2,26,84,96,27,0,28
3,3,54,35,29,00,1,87
4,4,69,15,39,93,1,73
5,5,115,50,45,96,2,51
6,6,139,84,53,25,2,63
7,7,154,68,49,40,3,13
8,8,173,09,53,43,3,24
9,9,155,25,76,57,2,03
10,10,217,93,78,71,2,77
11,11,292,86,83,52,3,51
12,12,106,28,97,30,1,09
