k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
5,5,3,37,3,25,1,04
6,6,4,96,4,80,1,03
7,7,12,97,34,21,0,38
8,8,22,84,45,98,0,50
9,9,154,19,189,46,0,81
10,10,653,32,381,40,1,71
11,11,2039,26,2480,11,0,82
