k,Tamaño,Tiempo_Secuencial,Tiempo_Paralelo,Aceleracion
1,2,6,58,8,64,0,76
2,4,15,37,24,19,0,64
3,8,57,38,59,12,0,97
4,16,70,47,72,40,0,97
5,32,887,15,862,33,1,03
6,64,2861,58,2793,70,1,02
7,128,20349,40,19931,56,1,02
8,256,25011,42,24945,71,1,00
9,512,38481,38,38318,71,1,00
10,1024,762066,47,764799,60,1,00
